CLT_ID,FEE_AMT,ATTORNEY_FEES,COURT_COSTS,AMOUNT_EARNED_US,AMOUNT_EARNED_CLT,TOTAL_AMOUNT_EARNED
601,17.56,17.56,,31.82,21.38,53.2
601,13.6,13.6,,32.64,28.56,61.2
601,77.31,11.61,65.7,88.14,16.25,104.39
601,85.64,21.64,64,103.21,26.36,129.57
601,11.65,11.65,,90.17,117.79,207.96
601,70.65,20.65,50,87.43,25.16,112.59
601,50.6,12.67,37.93,60.88,15.43,76.31
601,63.59,41.72,21.87,97.47,50.82,148.29
601,59.73,59.73,,108.23,72.76,180.99
601,97.73,97.73,,177.1,119.05,296.15
601,99,24.75,,139.2,60.3,199.5
601,15.76,15.76,,28.55,19.19,47.74
601,10.8,2.8,,29.27,27.71,56.98
601,23.83,23.83,,43.17,29.02,72.19
601,61.02,60.84,0.18,110.42,74.1,184.52
601,14.85,14.85,,26.91,18.09,45
601,17.86,17.86,,32.37,21.76,54.13
601,18.86,18.86,,34.17,22.97,57.14
601,25.87,25.87,,46.87,31.51,78.38
601,25.88,11.88,14,35.53,14.47,50
601,151.76,11.88,64,171.06,28.94,200
601,73.02,37.91,35.11,103.81,46.19,150
601,135.68,33.92,,153.89,27.31,181.2
601,21.93,21.93,,39.73,26.7,66.43
601,74.95,74.95,,135.81,91.3,227.11
601,253.2,104,149.2,317.72,96.77,414.49
601,121.01,121.01,,208.58,131.35,339.93
601,164.06,100.06,64,245.32,121.88,367.2
601,221.1,157.1,64,409.8,283.06,692.86
601,332.17,168.17,164,498.57,249.6,748.17
601,403.38,353.38,50,690.36,430.46,1120.82
601,450.61,286.61,164,607.51,235.35,842.86
601,160.66,110.66,50,248.36,131.55,379.91
601,138.75,138.75,,360.75,333,693.75
601,361.75,247.75,114,482.15,180.6,662.75
601,241.82,177.82,64,455.42,320.4,775.82
601,327.33,261.83,65.5,587.45,390.19,977.64
601,294.41,165.84,128.57,429.09,202.01,631.1
601,189.38,123.88,65.5,338.18,223.2,561.38
601,219.89,105.89,114,308.11,132.33,440.44
601,223.89,109.89,114,326.29,153.6,479.89
6045,84.6,,84.6,344.72,317.92,662.64
627,30.13,30.13,,54.59,36.7,91.29
627,9.14,9.14,,41.12,47.96,89.08
627,36.23,36.23,,65.65,44.12,109.77
627,70.26,20.26,50,86.71,24.67,111.38
627,30.73,30.73,,55.69,37.43,93.12
627,39.87,39.87,,72.24,48.56,120.8
627,214,150,64,803.66,884.49,1688.15
627,105.08,105.08,,298.55,290.21,588.76
627,410.25,296.25,114,766.11,533.79,1299.9
627,237.84,172.84,65,378.21,210.55,588.76
627,554.89,490.89,64,1008.19,679.96,1688.15
661,100,,20,100,0,100
661,50,,25,50,0,50
661,50,,50,50,0,50
661,53.1,,53.1,53.1,0,53.1
661,80.27,,80.27,80.27,0,80.27
661,3.5,,3.5,22.1,27.9,50
661,31.73,,31.73,31.73,0,31.73
661,25.74,,25.74,25.74,0,25.74
661,30.79,,30.79,30.79,0,30.79
661,84.82,,84.82,84.82,0,84.82
661,47.88,,47.88,81.82,50.9,132.72
661,88.92,,88.92,147.22,87.44,234.66
661,188.03,,188.03,246.84,88.21,335.05
661,137.3,,137.3,137.3,0,137.3
661,190.35,,190.35,233.19,64.27,297.46
661,163.36,,163.36,180.5,25.7,206.2
661,128.65,,128.65,128.65,0,128.65
661,115.95,,115.95,188.75,109.21,297.96
661,0.54,0.54,,26.29,38.62,64.91
661,69.02,2,67.02,69.02,0,69.02
661,19,19,,19,0,19
661,25,25,,55,45,100
661,120,30,,264,216,480
661,50,50,,50,0,50
661,6.02,6.02,,13.25,10.84,24.09
661,15.05,15.05,,33.11,27.09,60.2
661,73.1,23.1,50,91.86,28.14,120
661,55.1,55.1,,121.22,99.18,220.4
661,121.62,36.12,85.5,164.96,65.01,229.97
661,38.13,38.13,,38.13,0,38.13
661,61.22,61.22,,134.67,110.18,244.85
661,21.24,21.24,,21.24,0,21.24
661,6.25,6.25,,13.75,11.25,25
661,49.5,8.25,,89.7,60.3,150
661,31.25,31.25,,31.25,0,31.25
661,33.25,33.25,,73.15,59.85,133
661,73.27,3.27,70,75.93,3.98,79.91
661,29.28,29.28,,64.42,52.71,117.13
661,36.28,36.28,,79.81,65.3,145.11
661,5.31,5.31,,11.68,9.56,21.24
661,24.31,24.31,,44.05,29.61,73.66
661,68.66,34.33,,151.04,123.56,274.6
661,51.34,51.34,,112.94,92.4,205.34
661,59.34,59.34,,107.53,72.29,179.82
661,19.36,19.36,,35.08,23.58,58.66
661,32.39,32.39,,71.25,58.29,129.54
661,26.4,26.4,,58.07,47.51,105.58
661,43.4,43.4,,95.48,78.13,173.61
661,6.48,6.48,,11.74,7.88,19.62
661,75,12.5,,150,112.5,262.5
661,33,16.5,,59.8,40.2,100
661,66.5,16.5,50,79.9,20.1,100
661,22.5,22.5,,53.5,46.5,100
661,37.5,37.5,,48.99,17.24,66.23
661,52.54,52.54,,115.59,94.57,210.16
661,14.56,14.56,,16.5,2.92,19.42
661,27.61,27.61,,50.03,33.63,83.66
661,28.61,28.61,,62.93,51.49,114.42
661,39.63,39.63,,87.18,71.32,158.5
661,8.64,8.64,,15.65,10.52,26.17
661,75.65,75.65,,166.42,136.16,302.58
661,27.71,27.71,,60.97,49.88,110.85
661,43.74,43.74,,96.22,78.72,174.94
661,18.75,18.75,,40.45,32.55,73
661,34.75,34.75,,76.44,62.54,138.98
661,38.75,38.75,,85.25,69.75,155
661,56.75,56.75,,101.59,67.26,168.85
661,40.81,40.81,,73.95,49.71,123.66
661,21.83,21.83,,39.56,26.6,66.16
661,97.12,24.83,72.29,126.92,44.7,171.62
661,41.85,41.85,,41.85,0,41.85
661,61.88,61.88,,136.13,111.37,247.5
661,6.91,6.91,,12.57,8.48,21.05
661,4.94,4.94,,10.86,8.89,19.75
661,35.94,35.94,,79.07,64.69,143.76
661,44.94,44.94,,51.72,10.16,61.88
661,54.95,54.95,,120.88,98.9,219.78
661,19.98,19.98,,19.98,0,19.98
661,655.6,588.1,67.5,1289.85,951.39,2241.24
661,188.59,188.59,,341.75,229.75,571.5
661,188.6,188.6,,341.76,229.74,571.5
661,131.98,131.98,,307.79,263.71,571.5
668,127.01,13.01,114,138.89,14.52,153.41
668,73.03,73.03,,208.93,166.1,375.03
668,13.14,13.14,,55.09,51.28,106.37
668,42.24,42.24,,80.83,47.16,127.99
668,156.32,40.32,116,156.32,0,156.32
668,26.48,26.48,,117.39,111.12,228.51
668,88.84,88.84,,170,99.2,269.2
668,523.21,458.21,65,1142.41,756.8,1899.21
668,207.48,122.77,84.71,207.48,0,207.48
681,12.13,12.13,,255.61,297.58,553.19
681,84.8,84.8,,199.28,139.91,339.19
693,37,,37,37,0,37
693,65,,65,164,121,285
693,8.41,,8.41,8.41,0,8.41
693,96.5,,96.5,96.5,0,96.5
693,36,36,,68.89,40.19,109.08
693,30.09,30.09,,57.57,33.59,91.16
693,5.25,5.25,,10.04,5.86,15.9
693,41.07,23.57,17.5,62.59,26.31,88.9
693,26.71,26.71,,51.1,29.82,80.92
693,56.72,56.72,,108.54,63.33,171.87
693,32.74,32.74,,62.65,36.56,99.21
693,3.99,3.99,,3.99,0,3.99
693,326.87,262.87,64,530.9,249.37,780.27
693,347.58,262.87,84.71,542.29,237.98,780.27
696,50,,50,132.73,124.1,256.83
696,8.3,8.3,,159.37,226.6,385.97
696,85.31,85.31,,85.31,0,85.31
696,252.39,252.39,,252.39,0,252.39
696,260.61,260.61,,260.61,0,260.61
700,0.5,,0.5,3.83,6.17,10
700,60,,10,60,0,60
700,22,,11,35.65,25.35,61
700,13,,13,13,0,13
700,17,,17,17,0,17
700,60,,20,70.5,19.5,90
700,24,,24,24,0,24
700,125,,25,125,0,125
700,30,,30,30,0,30
700,140,,35,162.75,42.25,205
700,240,,40,268,52,320
700,94,,47,124.1,55.9,180
700,550,,50,550,0,550
700,57,,57,57,0,57
700,75,,75,75,0,75
700,98,,98,98,0,98
700,400,,100,400,0,400
700,54.08,,54.08,118.96,120.5,239.46
700,63.33,,21.11,63.33,0,63.33
700,73.11,,73.11,73.11,0,73.11
700,50.15,,50.15,63.48,24.75,88.23
700,73.17,,73.17,73.17,0,73.17
700,42.22,,42.22,42.22,0,42.22
700,50.23,,50.23,50.23,0,50.23
700,23.37,,23.37,23.37,0,23.37
700,33.47,,33.47,33.47,0,33.47
700,85.49,,85.49,85.49,0,85.49
700,57.53,,57.53,57.53,0,57.53
700,2.6,,2.6,2.6,0,2.6
700,4.68,,4.68,4.68,0,4.68
700,51.69,,51.69,51.69,0,51.69
700,17.76,,17.76,17.76,0,17.76
700,35.78,,35.78,35.78,0,35.78
700,45.82,,45.82,45.82,0,45.82
700,120,,120,120,0,120
700,121,,121,121,0,121
700,250,,125,250,0,250
700,169.01,,169.01,169.01,0,169.01
700,105.07,,105.07,105.07,0,105.07
700,234.2,,117.1,234.2,0,234.2
700,120.13,,120.13,120.13,0,120.13
700,110.22,,110.22,110.22,0,110.22
700,188.23,,188.23,188.23,0,188.23
700,234.56,,117.28,234.56,0,234.56
700,174.43,,174.43,174.43,0,174.43
700,112.5,,112.5,112.5,0,112.5
700,101.52,,101.52,101.52,0,101.52
700,150.75,,150.75,150.75,0,150.75
700,107.9,,107.9,107.9,0,107.9
700,163.91,,163.91,163.91,0,163.91
700,0.5,0.5,,0.5,0,0.5
700,0.58,0.58,,0.98,0.75,1.73
700,164.61,0.61,164,165.04,0.8,165.84
700,0.69,0.69,,1.18,0.91,2.09
700,0.76,0.76,,0.76,0,0.76
700,0.9,0.9,,0.9,0,0.9
700,47.82,0.9,46.92,48.45,1.18,49.63
700,2,2,,2,0,2
700,30,15,,30,0,30
700,96,24,,230.4,249.6,480
700,1400,25,,2560.38,2154.99,4715.37
700,27,27,,103.16,141.45,244.61
700,60,30,,123,117,240
700,627,33,,1011.19,713.49,1724.68
700,35,35,,35,0,35
700,265,40,225,293.43,52.81,346.24
700,48,48,,48,0,48
700,350,50,,612.5,487.5,1100
700,120,50,70,148,52,200
700,330,66,,517.6,348.4,866
700,75,75,,153.75,146.25,300
700,95.71,75,20.71,157.28,184.72,342
700,92,92,,188.6,179.4,368
700,94,94,,192.7,183.3,376
700,96,96,,196.8,187.2,384
700,100,100,,100,0,100
700,22.02,22.02,,37.66,29.04,66.7
700,33.02,33.02,,67.68,64.38,132.06
700,35.02,35.02,,35.02,0,35.02
700,161.02,47.02,114,194.42,62.04,256.46
700,78.02,78.02,,95.25,32,127.25
700,22.03,22.03,,37.68,29.07,66.75
700,40.03,40.03,,68.47,52.82,121.29
700,57.03,57.03,,57.03,0,57.03
700,89.03,89.03,,89.03,0,89.03
700,92.35,30.04,62.31,113.7,39.64,153.34
700,122.75,38.04,84.71,149.79,50.21,200
700,44.04,44.04,,75.34,58.12,133.46
700,54.04,54.04,,92.44,71.32,163.76
700,143.05,29.05,114,163.69,38.33,202.02
700,38.05,38.05,,65.08,50.21,115.29
700,50.05,50.05,,85.61,66.03,151.64
700,20.06,20.06,,34.31,26.46,60.77
700,84.06,84.06,,172.31,163.9,336.21
700,88.08,23.07,65.01,104.47,30.43,134.9
700,84.07,84.07,,172.34,163.94,336.28
700,20.08,20.08,,34.34,26.48,60.82
700,59.08,59.08,,90.6,58.55,149.15
700,92.08,92.08,,158.24,122.87,281.11
700,48.18,24.09,,74.58,49.03,123.61
700,50.09,50.09,,85.68,66.09,151.77
700,59.1,59.1,,84.21,46.63,130.84
700,64.1,64.1,,131.4,125,256.4
700,204.1,88.1,116,266.7,116.25,382.95
700,47.11,47.11,,80.59,62.18,142.77
700,78.11,78.11,,160.12,152.31,312.43
700,6.12,6.12,,13.21,13.17,26.38
700,15.12,15.12,,25.87,19.95,45.82
700,25.12,25.12,,51.5,48.98,100.48
700,26.12,26.12,,44.68,34.46,79.14
700,61.12,61.12,,104.54,80.65,185.19
700,83.12,83.12,,170.39,162.08,332.47
700,28.13,28.13,,48.12,37.12,85.24
700,54.13,54.13,,92.59,71.42,164.01
700,58.13,58.13,,99.43,76.71,176.14
700,63.13,63.13,,63.13,0,63.13
700,73.13,73.13,,149.93,142.62,292.55
700,77.13,77.13,,158.12,150.41,308.53
700,49.14,49.14,,84.06,64.85,148.91
700,77.33,9.15,68.18,83.83,12.07,95.9
700,100.3,50.15,,171.56,132.34,303.9
700,51.15,51.15,,87.5,67.5,155
700,45.16,45.16,,77.24,59.59,136.83
700,50.16,50.16,,85.8,66.18,151.98
700,97.16,97.16,,97.16,0,97.16
700,39.17,39.17,,67,51.69,118.69
700,46.17,46.17,,78.97,60.92,139.89
700,23.19,23.19,,39.66,30.59,70.25
700,76.38,38.19,,130.64,100.78,231.42
700,47.19,47.19,,80.72,62.27,142.99
700,59.19,59.19,,101.25,78.1,179.35
700,152.18,96.19,55.99,220.53,126.95,347.48
700,97.19,97.19,,199.24,189.53,388.77
700,33.72,4.2,29.52,36.69,5.53,42.22
700,10.2,10.2,,20.91,19.88,40.79
700,105.6,13.2,,133.74,52.26,186
700,42.2,42.2,,42.2,0,42.2
700,90.4,45.2,,154.64,119.28,273.92
700,126.45,52.2,74.25,163.54,68.88,232.42
700,66.2,66.2,,113.24,87.37,200.61
700,12.21,12.21,,20.89,16.11,37
700,36.21,36.21,,61.94,47.79,109.73
700,46.21,46.21,,79.04,60.98,140.02
700,82.21,82.21,,221.66,258.97,480.63
700,59.22,59.22,,101.3,78.14,179.44
700,63.22,63.22,,108.14,83.41,191.55
700,64.22,64.22,,131.64,125.2,256.84
700,697.76,87.22,,1430.32,1360.56,2790.88
700,106.46,53.23,,200.18,174.04,374.22
700,87.23,87.23,,178.8,170.07,348.87
700,89.23,89.23,,182.92,174,356.92
700,7.24,7.24,,14.84,14.11,28.95
700,62.24,62.24,,106.46,82.12,188.58
700,4.25,4.25,,7.27,5.61,12.88
700,18.75,6.25,,38.43,36.57,75
700,198,8.25,,293.39,177.27,470.66
700,97.5,16.25,,199.86,190.14,390
700,136.25,20.25,116,150.63,26.71,177.34
700,41.25,41.25,,41.25,0,41.25
700,59.25,59.25,,101.35,78.19,179.54
700,67.25,67.25,,137.85,131.12,268.97
700,78.25,78.25,,78.25,0,78.25
700,98.25,98.25,,201.41,191.59,393
700,21.26,21.26,,21.26,0,21.26
700,26.26,26.26,,44.91,34.64,79.55
700,41.26,41.26,,70.58,54.44,125.02
700,72.26,72.26,,148.13,140.91,289.04
700,79.26,79.26,,79.26,0,79.26
700,26.27,26.27,,68.4,78.25,146.65
700,67.27,67.27,,129.15,114.93,244.08
700,24.28,24.28,,65.98,77.43,143.41
700,70.56,35.28,,120.69,93.1,213.79
700,39.28,39.28,,67.19,51.83,119.02
700,42.28,42.28,,86.67,82.44,169.11
700,81.28,81.28,,81.28,0,81.28
700,6.29,6.29,,12.89,12.26,25.15
700,152.29,38.29,114,179.49,50.52,230.01
700,66.29,66.29,,135.89,129.26,265.15
700,191.29,77.29,114,246.21,102,348.21
700,93.29,93.29,,191.24,181.92,373.16
700,36.3,36.3,,62.09,47.91,110
700,51.3,36.3,15,77.09,47.91,125
700,47.3,47.3,,109.61,115.73,225.34
700,48.3,48.3,,82.61,63.73,146.34
700,64.3,64.3,,131.81,125.37,257.18
700,40.31,40.31,,68.95,53.19,122.14
700,60.31,60.31,,60.31,0,60.31
700,36.32,36.32,,62.13,47.93,110.06
700,49.32,49.32,,83.9,64.22,148.12
700,29.33,29.33,,50.17,38.69,88.86
700,59.33,59.33,,101.48,78.28,179.76
700,68.33,68.33,,140.07,133.23,273.3
700,125.9,74.33,51.57,203.94,144.92,348.86
700,18.68,9.34,,31.94,24.64,56.58
700,308.34,83.34,225,395.85,162.51,558.36
700,9.35,9.35,,16,12.34,28.34
700,276.35,51.35,225,312.83,67.76,380.59
700,122.7,61.35,,209.88,161.89,371.77
700,87.35,87.35,,179.05,170.31,349.36
700,10.36,10.36,,17.73,13.68,31.41
700,61.36,18.36,43,74.4,24.23,98.63
700,44.36,44.36,,83.08,71.92,155
700,63.36,63.36,,129.88,123.53,253.41
700,89.36,89.36,,97.47,15.07,112.54
700,20.37,20.37,,34.85,26.88,61.73
700,39.37,39.37,,67.35,51.95,119.3
700,59.37,59.37,,101.56,78.34,179.9
700,49.14,16.38,,84.06,64.83,148.89
700,26.38,26.38,,46.09,36.6,82.69
700,51.38,51.38,,87.9,67.81,155.71
700,63.38,63.38,,129.92,123.58,253.5
700,208.38,94.38,114,228.41,37.19,265.6
700,19.39,19.39,,39.75,37.8,77.55
700,176.1,41.39,134.71,215.87,73.87,289.74
700,48.39,48.39,,48.39,0,48.39
700,164.78,82.39,,371.73,384.33,756.06
700,10.4,10.4,,19.01,15.99,35
700,26.4,26.4,,45.16,34.84,80
700,96.8,48.4,,165.58,127.73,293.31
700,58.4,58.4,,99.89,77.06,176.95
700,91.4,91.4,,187.37,178.23,365.6
700,48.41,48.41,,114.53,122.78,237.31
700,168.82,84.41,,257.45,164.6,422.05
700,24.42,24.42,,41.77,32.23,74
700,34.42,34.42,,34.42,0,34.42
700,39.42,39.42,,67.43,52.02,119.45
700,114.84,57.42,,196.44,151.56,348
700,60.42,60.42,,82.92,41.79,124.71
700,101.9,89.42,12.48,165.44,118,283.44
700,92.42,92.42,,92.42,0,92.42
700,24.43,24.43,,50.08,47.64,97.72
700,50.43,50.43,,86.26,66.53,152.79
700,56.43,56.43,,115.67,110.02,225.69
700,6.44,6.44,,6.44,0,6.44
700,7.44,7.44,,12.73,9.81,22.54
700,8.44,8.44,,17.3,16.45,33.75
700,50.44,50.44,,86.28,66.56,152.84
700,61.44,61.44,,125.93,119.78,245.71
700,90.44,90.44,,90.44,0,90.44
700,22.45,22.45,,38.4,29.62,68.02
700,220.45,22.45,198,236.4,29.61,266.01
700,25.45,25.45,,43.53,33.59,77.12
700,217.8,54.45,,306.93,165.54,472.47
700,62.45,62.45,,106.82,82.4,189.22
700,80.46,10.46,70,91.44,20.38,111.82
700,22.46,22.46,,38.41,29.63,68.04
700,78.46,78.46,,160.84,153,313.84
700,93.46,93.46,,191.6,182.25,373.85
700,7.47,7.47,,15.31,14.57,29.88
700,51.47,51.47,,88.05,67.92,155.97
700,59.47,59.47,,101.73,78.47,180.2
700,10.48,10.48,,97.31,161.25,258.56
700,48.94,31.48,17.46,71.3,41.53,112.83
700,33.48,33.48,,56.95,43.6,100.55
700,96.96,48.48,,96.96,0,96.96
700,50.48,50.48,,86.34,66.61,152.95
700,19.49,19.49,,33.33,25.71,59.04
700,45.49,45.49,,77.81,60.01,137.82
700,50.49,50.49,,103.5,98.45,201.95
700,80.49,80.49,,165,156.95,321.95
700,91.49,91.49,,169.32,144.53,313.85
700,312.5,12.5,,627.38,585.12,1212.5
700,15.5,15.5,,26.51,20.45,46.96
700,181.5,16.5,,263.61,152.39,416
700,41.5,16.5,25,53.23,21.77,75
700,35,17.5,,71.74,68.26,140
700,65,32.5,,133.24,126.76,260
700,225,37.5,,382.48,292.52,675
700,39.5,39.5,,67.56,52.12,119.68
700,49.5,49.5,,84.67,65.33,150
700,59.5,59.5,,159.78,186.24,346.02
700,181.5,60.5,,310.47,239.54,550.01
700,125,62.5,,190.62,121.88,312.5
700,176.51,60.51,116,219.51,79.87,299.38
700,93.51,93.51,,191.69,182.34,374.03
700,28.52,28.52,,71.48,79.77,151.25
700,47.61,45.52,2.09,79.95,60.07,140.02
700,54.52,54.52,,93.26,71.94,165.2
700,63.52,63.52,,130.23,123.88,254.11
700,87.52,87.52,,87.52,0,87.52
700,99.52,99.52,,99.52,0,99.52
700,20.53,20.53,,20.53,0,20.53
700,55.53,55.53,,94.98,73.27,168.25
700,22.25,1.54,20.71,23.34,2.03,25.37
700,126.54,12.54,114,135.45,16.54,151.99
700,251.54,26.54,225,279.4,51.74,331.14
700,57.54,57.54,,117.95,112.2,230.15
700,3.1,1.55,,5.3,4.06,9.36
700,127.05,11.55,,217.36,167.64,385
700,13.55,13.55,,27.77,26.42,54.19
700,45.55,45.55,,77.91,60.1,138.01
700,80.55,80.55,,80.55,0,80.55
700,89.55,89.55,,186.38,179.82,366.2
700,22.56,22.56,,38.59,29.77,68.36
700,28.56,28.56,,58.55,55.69,114.24
700,29.56,29.56,,60.6,57.64,118.24
700,84.56,84.56,,84.56,0,84.56
700,18.57,18.57,,24.32,10.68,35
700,60.57,60.57,,234.33,322.69,557.02
700,25.58,25.58,,25.58,0,25.58
700,53.59,53.59,,109.86,104.5,214.36
700,58.59,58.59,,58.59,0,58.59
700,78.59,78.59,,78.59,0,78.59
700,147.09,81.59,65.5,147.09,0,147.09
700,66,6.6,,112.9,87.1,200
700,120.6,6.6,114,125.28,8.7,133.98
700,43.6,43.6,,74.58,57.52,132.1
700,52.05,9.61,42.44,52.05,0,52.05
700,59.61,59.61,,101.97,78.66,180.63
700,123.61,59.61,64,165.96,78.65,244.61
700,118.62,4.62,114,121.9,6.08,127.98
700,7.62,7.62,,32.95,47.05,80
700,16.62,16.62,,28.43,21.93,50.36
700,24.62,24.62,,42.11,32.49,74.6
700,32.62,32.62,,55.79,43.03,98.82
700,72.62,72.62,,72.62,0,72.62
700,33.63,33.63,,57.53,44.38,101.91
700,61.63,61.63,,112,93.55,205.55
700,71.63,71.63,,146.83,139.67,286.5
700,17.64,3.64,14,20.22,4.78,25
700,67.64,3.64,64,70.22,4.78,75
700,38.64,38.64,,146.22,199.78,346
700,52.64,52.64,,107.91,102.64,210.55
700,60.64,60.64,,103.73,80.02,183.75
700,62.64,62.64,,62.64,0,62.64
700,77.64,77.64,,77.78,0.26,78.04
700,46.65,1.65,45,46.65,0,46.65
700,35.65,35.65,,60.98,47.03,108.01
700,51.65,51.65,,88.35,68.17,156.52
700,54.65,54.65,,107.37,97.92,205.29
700,66.65,66.65,,136.63,129.95,266.58
700,82.65,82.65,,130.05,88.04,218.09
700,13.66,13.66,,28,26.63,54.63
700,14.66,14.66,,25.07,19.34,44.41
700,26.66,26.66,,45.6,35.17,80.77
700,59.1,28.66,30.44,79.46,37.82,117.28
700,53.66,53.66,,53.66,0,53.66
700,14.67,14.67,,14.67,0,14.67
700,61.67,61.67,,150.31,164.62,314.93
700,84.67,84.67,,84.67,0,84.67
700,35.68,35.68,,61.04,47.09,108.13
700,67.68,67.68,,138.74,131.98,270.72
700,97.68,97.68,,200.24,190.48,390.72
700,99.68,99.68,,100.94,2.35,103.29
700,125.69,11.69,114,133.99,15.42,149.41
700,24.69,24.69,,77.56,98.19,175.75
700,33.69,33.69,,57.63,44.47,102.1
700,45.69,45.69,,45.69,0,45.69
700,87.69,87.69,,179.76,170.99,350.75
700,374.76,93.69,,641.04,494.56,1135.6
700,39.7,29.7,10,60.8,39.19,99.99
700,35.71,35.71,,61.08,47.12,108.2
700,77.42,38.71,,132.42,102.14,234.56
700,50.41,9.72,40.69,57.31,12.81,70.12
700,49.72,49.72,,85.05,65.6,150.65
700,61.72,61.72,,105.58,81.45,187.03
700,80.72,80.72,,138.08,106.53,244.61
700,91.72,91.72,,188.02,178.85,366.87
700,85.73,85.73,,95.47,18.09,113.56
700,14.74,14.74,,25.21,19.43,44.64
700,25.74,25.74,,44.03,33.97,78
700,54.74,54.74,,99.75,83.59,183.34
700,61.74,61.74,,126.57,120.39,246.96
700,90.74,90.74,,186.01,176.93,362.94
700,23.75,23.75,,23.75,0,23.75
700,99,24.75,,151.77,97.98,249.75
700,33.75,33.75,,33.75,0,33.75
700,38.75,38.75,,38.75,0,38.75
700,48.75,48.75,,99.94,95.06,195
700,61.75,61.75,,105.63,81.48,187.11
700,66.75,66.75,,114.19,88.09,202.28
700,69.75,69.75,,69.75,0,69.75
700,70.75,70.75,,145.03,137.95,282.98
700,80.75,80.75,,165.54,157.48,323.02
700,70.08,8.76,,107.4,69.24,176.64
700,23.76,23.76,,40.64,31.36,72
700,88.76,88.76,,88.76,0,88.76
700,36.77,36.77,,62.9,48.52,111.42
700,46.77,46.77,,46.77,0,46.77
700,85.77,85.77,,175.83,167.25,343.08
700,49.63,24.78,24.85,67.24,32.71,99.95
700,148.78,34.78,114,173.49,45.89,219.38
700,52.78,52.78,,90.28,69.65,159.93
700,67.78,65.79,1.99,136.86,128.3,265.16
700,68.79,68.79,,141.03,134.15,275.18
700,10.8,10.8,,18.47,14.25,32.72
700,11.8,11.8,,11.8,0,11.8
700,53.8,53.8,,92.03,71,163.03
700,56.8,56.8,,88.84,59.5,148.34
700,43.81,43.81,,74.94,57.81,132.75
700,241.82,16.82,225,259.48,32.8,292.28
700,48.82,48.82,,83.51,64.41,147.92
700,77.82,77.82,,133.12,102.69,235.81
700,128.83,12.83,116,137.94,16.92,154.86
700,50.83,50.83,,322.18,503.94,826.12
700,139.66,69.83,,188.78,91.23,280.01
700,195.83,79.83,116,257.02,113.63,370.65
700,44.84,44.84,,76.7,59.17,135.87
700,139.68,69.84,,189.31,92.16,281.47
700,81.84,81.84,,172.9,169.1,342
700,10.85,10.85,,29.06,33.81,62.87
700,37.85,37.85,,37.85,0,37.85
700,45.85,45.85,,78.43,60.5,138.93
700,95.7,47.85,,163.7,126.3,290
700,81.85,81.85,,81.85,0,81.85
700,40.79,29.86,10.93,62,39.4,101.4
700,54.86,54.86,,112.45,106.95,219.4
700,189.86,89.86,100,189.86,0,189.86
700,94.86,94.86,,94.86,0,94.86
700,31.87,31.87,,49.11,32.01,81.12
700,46.87,46.87,,80.18,61.86,142.04
700,15.88,11.88,4,24.32,15.68,40
700,25.88,11.88,14,34.32,15.68,50
700,151.76,11.88,64,168.64,31.36,200
700,15.88,15.88,,27.16,20.94,48.1
700,21.88,21.88,,144.25,227.25,371.5
700,328.16,46.88,,561.33,432.95,994.28
700,62.88,62.88,,128.9,122.6,251.5
700,76.88,76.88,,157.6,149.91,307.51
700,283.76,77.88,64,339.1,102.78,441.88
700,13.89,13.89,,28.48,27.09,55.57
700,20.89,20.89,,35.73,27.57,63.3
700,61.89,61.89,,93.28,58.3,151.58
700,183.89,67.89,116,231.43,88.29,319.72
700,71.89,71.89,,147.37,140.19,287.56
700,17.9,17.9,,111,172.91,283.91
700,50.9,50.9,,87.07,67.17,154.24
700,52.9,52.9,,108.44,103.14,211.58
700,8.91,8.91,,8.91,0,8.91
700,28.91,28.91,,49.45,38.15,87.6
700,46.91,46.91,,57.45,19.58,77.03
700,90.91,90.91,,186.36,177.25,363.61
700,94.91,94.91,,94.91,0,94.91
700,91.92,21.92,70,107.49,28.92,136.41
700,26.92,26.92,,26.92,0,26.92
700,68.92,68.92,,117.89,90.95,208.84
700,94.92,94.92,,162.37,125.26,287.63
700,40.93,40.93,,70.01,54,124.01
700,44.93,44.93,,44.93,0,44.93
700,13.94,13.94,,23.84,18.38,42.22
700,19.94,19.94,,34.11,26.31,60.42
700,21.94,21.94,,37.53,28.94,66.47
700,50.94,50.94,,78.92,51.96,130.88
700,25.95,25.95,,53.19,50.6,103.79
700,55.95,55.95,,55.95,0,55.95
700,61.95,61.95,,105.96,81.74,187.7
700,66.95,66.95,,114.52,88.35,202.87
700,79.95,79.95,,79.95,0,79.95
700,67.96,3.96,64,70.77,5.23,76
700,140.53,3.96,136.57,143.34,5.21,148.55
700,57.92,28.96,,99.08,76.43,175.51
700,33.96,33.96,,58.09,44.82,102.91
700,48.96,48.96,,100.36,95.45,195.81
700,189.67,51.96,137.71,226.59,68.56,295.15
700,63.96,63.96,,131.11,124.7,255.81
700,288.96,63.96,225,334.41,84.4,418.81
700,68.96,68.96,,116.62,88.52,205.14
700,132.96,68.96,64,167.75,64.6,232.35
700,6.97,6.97,,11.92,9.19,21.11
700,148.97,34.97,114,173.81,46.14,219.95
700,53.97,53.97,,110.64,105.25,215.89
700,55.97,55.97,,80.59,45.73,126.32
700,57.97,57.97,,118.84,113.03,231.87
700,131.98,17.98,114,144.75,23.72,168.47
